session_id,user_id,session_start,session_end,duration_minutes,geo_velocity_flag,geo_velocity_detail,failed_login_count,max_failed_attempts_last_10min,device_change_flag,time_since_last_known_device_ip_minutes,transaction_amount_zscore,max_transaction_amount,total_transaction_amount,new_beneficiary_flag,transaction_velocity,weak_crypto_flag,crypto_deprecated_signal_count,login_event_count,successful_login_count,unique_geo_count,unique_device_count,session_is_attack_scenario,session_attack_types,anomaly_score,risk_score,is_model_anomaly
U1065_S00069,U1065,2026-01-19T01:07:00,2026-01-19T01:07:00,1.0,0,,0,0,0,1754.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5197471714337364,44.88,False
U1056_S00025,U1056,2026-01-07T17:13:00,2026-01-07T17:13:00,1.0,0,,1,1,0,2772.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5197365606084439,44.88,False
U1089_S00028,U1089,2026-01-09T02:25:00,2026-01-09T02:25:00,1.0,0,,0,0,0,0.0,0.1032,14638.8,14638.8,0,1,0,0,0,0,0,0,False,normal,0.5197214007327747,44.88,False
U1020_S00061,U1020,2026-01-16T04:53:00,2026-01-16T04:53:00,1.0,0,,0,0,0,0.0,0.3341,2888.07,2888.07,1,1,0,0,0,0,0,0,False,normal,0.5196114636606969,44.85,False
U1072_S00010,U1072,2026-01-03T21:49:00,2026-01-03T21:49:00,1.0,0,,0,0,0,1715.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5195867940767738,44.85,False
U1067_S00043,U1067,2026-01-12T08:06:00,2026-01-12T08:06:00,1.0,0,,0,0,0,1711.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5195867940767738,44.85,False
U1078_S00054,U1078,2026-01-16T11:24:00,2026-01-16T11:24:00,1.0,0,,0,0,0,0.0,-0.0634,5376.14,5376.14,1,1,0,0,0,0,0,0,False,normal,0.5194808305214782,44.82,False
U1097_S00072,U1097,2026-01-18T15:49:00,2026-01-18T15:49:00,1.0,0,,0,0,0,129.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5194469684020451,44.82,False
U1024_S00007,U1024,2026-01-04T07:27:00,2026-01-04T07:27:00,1.0,0,,1,1,0,2749.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5192493409714521,44.77,False
U1115_S00068,U1115,2026-01-18T17:38:00,2026-01-18T17:38:00,1.0,0,,0,0,0,148.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5192610685938728,44.77,False
U1080_S00031,U1080,2026-01-09T16:40:00,2026-01-09T16:40:00,1.0,0,,1,1,0,2748.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5192493409714521,44.77,False
U1013_S00025,U1013,2026-01-07T04:52:00,2026-01-07T04:52:00,1.0,0,,0,0,0,1610.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5191800442017263,44.76,False
U1080_S00010,U1080,2026-01-03T05:45:00,2026-01-03T06:07:00,22.0,0,,0,0,0,1066.0,1.6038,5379.12,5379.12,0,1,0,0,1,1,1,1,False,normal,0.519182563202085,44.76,False
U1062_S00066,U1062,2026-01-17T03:23:00,2026-01-17T03:23:00,1.0,0,,0,0,0,0.0,-0.1911,1555.08,1555.08,1,1,0,0,0,0,0,0,False,normal,0.5191576793346805,44.75,False
U1034_S00055,U1034,2026-01-15T01:40:00,2026-01-15T01:40:00,1.0,0,,0,0,0,0.0,-0.3582,2688.37,2688.37,1,1,0,0,0,0,0,0,False,normal,0.519128475572782,44.74,False
U1092_S00016,U1092,2026-01-05T02:58:00,2026-01-05T02:58:00,1.0,0,,0,0,0,0.0,0.0376,5488.97,5488.97,1,1,0,0,0,0,0,0,False,normal,0.5190640684679183,44.73,False
U1076_S00022,U1076,2026-01-06T20:21:00,2026-01-06T20:21:00,1.0,0,,0,0,0,0.0,0.013,5639.84,5639.84,1,1,0,0,0,0,0,0,False,normal,0.5189879145765283,44.71,False
U1042_S00004,U1042,2026-01-02T01:53:00,2026-01-02T01:53:00,1.0,0,,0,0,0,153.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.518960020239143,44.71,False
U1087_S00039,U1087,2026-01-12T23:11:00,2026-01-12T23:11:00,1.0,0,,0,0,0,0.0,-0.0044,982.81,982.81,1,1,0,0,0,0,0,0,False,normal,0.518903127294737,44.69,False
U1037_S00066,U1037,2026-01-19T02:27:00,2026-01-19T02:53:00,26.0,0,,0,0,0,714.0,1.6446,5093.44,5093.44,0,1,0,0,1,1,1,1,False,normal,0.5188821263364611,44.69,False
U1087_S00074,U1087,2026-01-20T14:12:00,2026-01-20T14:12:00,1.0,0,,0,0,0,0.0,-0.0042,988.21,988.21,1,1,0,0,0,0,0,0,False,normal,0.518903127294737,44.69,False
U1096_S00053,U1096,2026-01-16T10:25:00,2026-01-16T10:25:00,1.0,0,,0,0,0,0.0,-0.2354,4242.11,4242.11,1,1,0,0,0,0,0,0,False,normal,0.5188609537894017,44.68,False
U1069_S00047,U1069,2026-01-14T06:48:00,2026-01-14T06:48:00,1.0,0,,0,0,0,0.0,1.3285,11163.76,11163.76,0,1,0,0,0,0,0,0,False,normal,0.5187986656913169,44.67,False
U1091_S00031,U1091,2026-01-07T12:27:00,2026-01-07T12:27:00,1.0,0,,0,0,0,1607.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5187459535413156,44.66,False
U1091_S00066,U1091,2026-01-16T08:01:00,2026-01-16T08:01:00,1.0,0,,0,0,0,1607.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5187459535413156,44.66,False
U1049_S00024,U1049,2026-01-07T05:35:00,2026-01-07T05:35:00,1.0,0,,1,1,0,2663.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5187107203866034,44.65,False
U1028_S00023,U1028,2026-01-05T02:39:00,2026-01-05T02:39:00,1.0,0,,0,0,0,0.0,0.1999,14256.85,14256.85,0,1,0,0,0,0,0,0,False,normal,0.5186563480810403,44.64,False
U1047_S00052,U1047,2026-01-15T03:09:00,2026-01-15T03:09:00,1.0,0,,0,0,0,1659.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5185999760916319,44.63,False
U1098_S00014,U1098,2026-01-06T10:32:00,2026-01-06T10:56:00,24.0,0,,0,0,0,4790.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal,0.518612409270826,44.63,False
U1011_S00019,U1011,2026-01-04T06:26:00,2026-01-04T06:26:00,1.0,0,,0,0,0,0.0,0.0021,14460.7,14460.7,0,1,0,0,0,0,0,0,False,normal,0.518600207569345,44.63,False
U1111_S00031,U1111,2026-01-09T18:26:00,2026-01-09T18:50:00,24.0,0,,0,0,0,4787.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal,0.518612409270826,44.63,False
U1032_S00077,U1032,2026-01-20T15:01:00,2026-01-20T15:01:00,1.0,0,,0,0,0,1673.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5185999760916319,44.63,False
U1049_S00016,U1049,2026-01-05T08:06:00,2026-01-05T08:06:00,1.0,0,,0,0,0,1574.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5185385598649397,44.61,False
U1049_S00080,U1049,2026-01-21T10:25:00,2026-01-21T10:25:00,1.0,0,,0,0,0,0.0,-0.0128,1019.66,1019.66,1,1,0,0,0,0,0,0,False,normal,0.5184702480276913,44.6,False
U1103_S00068,U1103,2026-01-20T13:13:00,2026-01-20T13:13:00,1.0,0,,1,1,0,2650.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5184099911034011,44.58,False
U1040_S00016,U1040,2026-01-04T11:38:00,2026-01-04T11:38:00,1.0,0,,1,1,0,2644.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.518309786758818,44.56,False
U1110_S00052,U1110,2026-01-12T13:09:00,2026-01-12T13:09:00,1.0,0,,1,1,0,2627.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5182096017829023,44.54,False
U1043_S00050,U1043,2026-01-14T02:42:00,2026-01-14T02:42:00,1.0,0,,1,1,0,2702.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.51817992553909,44.53,False
U1095_S00040,U1095,2026-01-11T01:41:00,2026-01-11T01:41:00,1.0,0,,1,1,0,2713.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.51817992553909,44.53,False
U1002_S00009,U1002,2026-01-04T07:29:00,2026-01-04T07:29:00,1.0,0,,0,0,0,0.0,-0.2512,3964.38,3964.38,1,1,0,0,0,0,0,0,False,normal,0.5181508030876015,44.52,False
U1109_S00041,U1109,2026-01-14T09:47:00,2026-01-14T09:47:00,1.0,0,,0,0,0,0.0,-0.0704,5193.82,5193.82,1,1,0,0,0,0,0,0,False,normal,0.5180455908190055,44.5,False
U1011_S00015,U1011,2026-01-03T12:34:00,2026-01-03T12:34:00,1.0,0,,0,0,0,0.0,0.0006,14414.63,14414.63,0,1,0,0,0,0,0,0,False,normal,0.5179990514599905,44.49,False
U1056_S00017,U1056,2026-01-05T01:32:00,2026-01-05T01:32:00,1.0,0,,0,0,0,1646.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5180136748320666,44.49,False
U1087_S00015,U1087,2026-01-06T08:52:00,2026-01-06T08:52:00,1.0,0,,0,0,0,0.0,-0.0026,1043.4,1043.4,1,1,0,0,0,0,0,0,False,normal,0.5179058259164635,44.47,False
U1030_S00032,U1030,2026-01-11T05:14:00,2026-01-11T05:43:00,29.0,0,,0,0,0,0.0,0.7297,2773.2,5027.97,0,2,0,0,0,0,0,0,False,normal,0.5177477749661449,44.43,False
U1087_S00046,U1087,2026-01-13T21:15:00,2026-01-13T21:15:00,1.0,0,,0,0,0,159.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5177334452568298,44.43,False
U1028_S00086,U1028,2026-01-22T05:55:00,2026-01-22T05:55:00,1.0,0,,0,0,0,162.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5177334452568298,44.43,False
U1070_S00066,U1070,2026-01-17T19:26:00,2026-01-17T19:26:00,1.0,0,,1,1,0,2599.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5176882121992085,44.42,False
U1061_S00072,U1061,2026-01-18T22:22:00,2026-01-18T22:22:00,1.0,0,,0,0,0,0.0,0.3093,13958.71,13958.71,0,1,0,0,0,0,0,0,False,normal,0.5177107068898685,44.42,False
U1085_S00020,U1085,2026-01-05T23:22:00,2026-01-05T23:22:00,1.0,0,,0,0,0,0.0,0.1343,4667.06,4667.06,1,1,0,0,0,0,0,0,False,normal,0.5175250342692128,44.38,False
U1048_S00043,U1048,2026-01-10T22:49:00,2026-01-10T22:49:00,1.0,0,,0,0,0,169.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5174125385107519,44.36,False
U1088_S00079,U1088,2026-01-20T18:12:00,2026-01-20T18:12:00,1.0,0,,0,0,0,206.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5174299156695423,44.36,False
U1018_S00050,U1018,2026-01-16T08:13:00,2026-01-16T08:13:00,1.0,0,,0,0,0,205.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5174299156695423,44.36,False
U1015_S00082,U1015,2026-01-21T14:24:00,2026-01-21T14:24:00,1.0,0,,0,0,0,173.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5173745698077354,44.35,False
U1077_S00034,U1077,2026-01-08T10:29:00,2026-01-08T10:54:00,25.0,0,,0,0,0,414.0,-0.473,747.41,747.41,1,1,0,0,1,1,1,1,False,normal,0.5172065779522127,44.31,False
U1093_S00081,U1093,2026-01-21T14:12:00,2026-01-21T14:12:00,1.0,0,,0,0,0,193.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5171299289495248,44.29,False
U1080_S00032,U1080,2026-01-09T19:50:00,2026-01-09T19:50:00,1.0,0,,0,0,0,190.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5171299289495248,44.29,False
U1044_S00067,U1044,2026-01-16T22:04:00,2026-01-16T22:04:00,1.0,0,,0,0,0,210.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5171275632903872,44.29,False
U1087_S00006,U1087,2026-01-03T21:06:00,2026-01-03T21:06:00,1.0,0,,0,0,0,0.0,0.0,1129.41,1129.41,1,1,0,0,0,0,0,0,False,normal,0.5171312889961206,44.29,False
U1027_S00021,U1027,2026-01-05T20:46:00,2026-01-05T20:46:00,1.0,0,,0,0,0,192.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5171299289495248,44.29,False
U1041_S00070,U1041,2026-01-17T06:09:00,2026-01-17T06:09:00,1.0,0,,0,0,0,0.0,-0.2893,2533.08,2533.08,1,1,0,0,0,0,0,0,False,normal,0.5170418129416866,44.27,False
U1115_S00023,U1115,2026-01-08T01:31:00,2026-01-08T01:31:00,1.0,0,,0,0,0,229.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5169244995207569,44.25,False
U1112_S00030,U1112,2026-01-09T01:18:00,2026-01-09T01:18:00,1.0,0,,0,0,0,228.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5169244995207569,44.25,False
U1041_S00077,U1041,2026-01-18T19:44:00,2026-01-18T19:44:00,1.0,0,,0,0,0,214.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5168277518630919,44.22,False
U1111_S00029,U1111,2026-01-08T21:17:00,2026-01-08T21:17:00,1.0,0,,0,0,0,0.0,2.4898,8191.35,8191.35,0,1,0,0,0,0,0,0,False,normal,0.5165842179816533,44.17,False
U1078_S00034,U1078,2026-01-11T02:16:00,2026-01-11T02:16:00,1.0,0,,0,0,0,239.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.51647990728756,44.15,False
U1008_S00024,U1008,2026-01-06T13:26:00,2026-01-06T13:26:00,1.0,0,,0,0,0,239.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.51647990728756,44.15,False
U1049_S00011,U1049,2026-01-03T17:00:00,2026-01-03T17:00:00,1.0,0,,0,0,0,243.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.51647990728756,44.15,False
U1045_S00055,U1045,2026-01-16T00:08:00,2026-01-16T00:08:00,1.0,0,,0,0,0,0.0,-0.315,2903.92,2903.92,1,1,0,0,0,0,0,0,False,normal,0.5164446093264086,44.14,False
U1058_S00024,U1058,2026-01-08T06:16:00,2026-01-08T06:16:00,1.0,0,,0,0,0,0.0,0.2637,13904.87,13904.87,0,1,0,0,0,0,0,0,False,normal,0.51627333347799,44.1,False
U1002_S00078,U1002,2026-01-20T22:35:00,2026-01-20T22:35:00,1.0,0,,0,0,0,0.0,-0.2075,4077.18,4077.18,1,1,0,0,0,0,0,0,False,normal,0.5162355983152858,44.09,False
U1069_S00080,U1069,2026-01-21T12:20:00,2026-01-21T12:20:00,1.0,0,,0,0,0,1473.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5160981964413963,44.06,False
U1079_S00015,U1079,2026-01-04T20:17:00,2026-01-04T20:17:00,1.0,0,,0,0,0,250.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5160393191291253,44.05,False
U1100_S00065,U1100,2026-01-16T16:21:00,2026-01-16T16:21:00,1.0,0,,0,0,0,248.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5160393191291253,44.05,False
U1108_S00008,U1108,2026-01-02T15:02:00,2026-01-02T15:02:00,1.0,0,,0,0,0,1457.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5159984389475161,44.04,False
U1011_S00063,U1011,2026-01-16T19:22:00,2026-01-16T19:22:00,1.0,0,,0,0,0,0.0,-0.007,14190.05,14190.05,0,1,0,0,0,0,0,0,False,normal,0.5160192547469684,44.04,False
U1056_S00066,U1056,2026-01-16T12:30:00,2026-01-16T12:30:00,1.0,0,,0,0,0,0.0,-0.0882,1539.77,1539.77,1,1,0,0,0,0,0,0,False,normal,0.5159837196343631,44.03,False
U1078_S00037,U1078,2026-01-12T01:18:00,2026-01-12T01:18:00,1.0,0,,1,1,0,2582.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5159098824198594,44.02,False
U1049_S00013,U1049,2026-01-04T04:10:00,2026-01-04T04:10:00,1.0,0,,1,1,0,2584.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5159098824198594,44.02,False
U1007_S00069,U1007,2026-01-18T07:34:00,2026-01-18T07:34:00,1.0,0,,0,0,0,0.0,0.0253,5235.73,5235.73,1,1,0,0,0,0,0,0,False,normal,0.5158952478437433,44.01,False
U1016_S00029,U1016,2026-01-09T15:15:00,2026-01-09T15:15:00,1.0,0,,0,0,0,1502.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5158463822045033,44.0,False
U1047_S00024,U1047,2026-01-06T17:30:00,2026-01-06T17:30:00,1.0,0,,0,0,0,0.0,0.0573,5322.07,5322.07,1,1,0,0,0,0,0,0,False,normal,0.5158370061101916,44.0,False
U1010_S00031,U1010,2026-01-08T05:37:00,2026-01-08T05:37:00,1.0,0,,0,0,0,304.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5157709454712966,43.99,False
U1117_S00027,U1117,2026-01-09T11:59:00,2026-01-09T11:59:00,1.0,0,,0,0,0,0.0,-0.0659,1431.18,1431.18,1,1,0,0,0,0,0,0,False,normal,0.5157772415747458,43.99,False
U1069_S00050,U1069,2026-01-14T18:16:00,2026-01-14T18:16:00,1.0,0,,0,0,0,303.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5157709454712966,43.99,False
U1052_S00082,U1052,2026-01-21T19:13:00,2026-01-21T19:13:00,1.0,0,,0,0,0,1479.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5157466733842232,43.98,False
U1088_S00012,U1088,2026-01-04T01:12:00,2026-01-04T01:12:00,1.0,0,,0,0,0,1479.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5157466733842232,43.98,False
U1000_S00075,U1000,2026-01-18T11:56:00,2026-01-18T11:56:00,1.0,0,,0,0,0,0.0,0.5062,13065.01,13065.01,0,1,0,0,0,0,0,0,False,normal,0.5157644612794033,43.98,False
U1053_S00076,U1053,2026-01-20T21:24:00,2026-01-20T21:24:00,1.0,0,,0,0,0,1447.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5157140707826592,43.97,False
U1088_S00032,U1088,2026-01-10T11:37:00,2026-01-10T11:37:00,1.0,0,,0,0,0,300.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5156712512323103,43.96,False
U1011_S00062,U1011,2026-01-16T16:58:00,2026-01-16T16:58:00,1.0,0,,0,0,0,293.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5156712512323103,43.96,False
U1061_S00053,U1061,2026-01-11T08:07:00,2026-01-11T08:07:00,1.0,0,,0,0,0,297.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5156712512323103,43.96,False
U1087_S00031,U1087,2026-01-10T14:35:00,2026-01-10T14:35:00,1.0,0,,0,0,0,294.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5156712512323103,43.96,False
U1115_S00060,U1115,2026-01-17T08:48:00,2026-01-17T08:48:00,1.0,0,,0,0,0,1446.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5155147235594394,43.93,False
U1012_S00013,U1012,2026-01-03T20:04:00,2026-01-03T20:04:00,1.0,0,,0,0,0,1443.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5155147235594394,43.93,False
U1059_S00081,U1059,2026-01-21T20:44:00,2026-01-21T21:08:00,24.0,0,,0,0,0,2226.0,0.04,3246.26,5683.82,0,2,0,0,1,1,1,1,False,normal,0.515290748308581,43.88,False
U1054_S00053,U1054,2026-01-14T12:03:00,2026-01-14T12:03:00,1.0,0,,1,1,0,2537.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5153118449081763,43.88,False
U1104_S00069,U1104,2026-01-19T03:16:00,2026-01-19T03:16:00,1.0,0,,1,1,0,2530.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5153118449081763,43.88,False
U1079_S00025,U1079,2026-01-06T19:00:00,2026-01-06T19:00:00,1.0,0,,0,0,0,1412.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5151493281439679,43.85,False
U1080_S00024,U1080,2026-01-08T15:43:00,2026-01-08T15:43:00,1.0,0,,0,0,0,318.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5151671885312042,43.85,False
U1028_S00041,U1028,2026-01-09T03:23:00,2026-01-09T03:23:00,1.0,0,,0,0,0,274.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5151383961955617,43.84,False
U1040_S00037,U1040,2026-01-08T15:26:00,2026-01-08T15:26:00,1.0,0,,0,0,0,274.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5151383961955617,43.84,False
U1074_S00024,U1074,2026-01-07T06:48:00,2026-01-07T06:48:00,1.0,0,,0,0,0,288.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5151383961955617,43.84,False
U1103_S00026,U1103,2026-01-08T04:25:00,2026-01-08T04:25:00,1.0,0,,0,0,0,284.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5150388242230954,43.82,False
U1075_S00077,U1075,2026-01-20T12:45:00,2026-01-20T12:45:00,1.0,0,,0,0,0,281.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5150388242230954,43.82,False
U1004_S00009,U1004,2026-01-03T07:51:00,2026-01-03T07:51:00,1.0,0,,0,0,0,1409.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5150497540584469,43.82,False
U1007_S00053,U1007,2026-01-14T11:20:00,2026-01-14T11:20:00,1.0,0,,0,0,0,278.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5150388242230954,43.82,False
U1048_S00057,U1048,2026-01-14T01:09:00,2026-01-14T01:09:00,1.0,0,,0,0,0,0.0,-0.0403,1308.09,1308.09,1,1,0,0,0,0,0,0,False,normal,0.5149876306581508,43.81,False
U1039_S00074,U1039,2026-01-19T04:53:00,2026-01-19T04:53:00,1.0,0,,1,1,0,2522.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal,0.5150130861672167,43.81,False
U1046_S00048,U1046,2026-01-14T15:35:00,2026-01-14T15:35:00,1.0,0,,0,0,0,328.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.514968052703144,43.8,False
U1055_S00068,U1055,2026-01-17T10:19:00,2026-01-17T10:19:00,1.0,0,,0,0,0,0.0,-0.02,1272.01,1272.01,1,1,0,0,0,0,0,0,False,normal,0.5149397370871611,43.8,False
U1094_S00033,U1094,2026-01-11T01:12:00,2026-01-11T01:43:00,31.0,0,,0,0,0,41.0,-0.0216,1121.34,1121.34,0,1,0,0,2,2,1,1,False,normal,0.5148709324390605,43.78,False
U1086_S00066,U1086,2026-01-16T17:29:00,2026-01-16T17:29:00,1.0,0,,0,0,0,1372.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5148346775346859,43.77,False
U1044_S00079,U1044,2026-01-19T01:38:00,2026-01-19T01:38:00,1.0,0,,0,0,0,1407.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5147511472680646,43.76,False
U1099_S00059,U1099,2026-01-16T08:29:00,2026-01-16T08:29:00,1.0,0,,0,0,0,0.0,0.8124,12435.79,12435.79,0,1,0,0,0,0,0,0,False,normal,0.5146964266424849,43.74,False
U1113_S00004,U1113,2026-01-01T23:51:00,2026-01-01T23:51:00,1.0,0,,0,0,0,0.0,-0.0183,1253.02,1253.02,1,1,0,0,0,0,0,0,False,normal,0.5146714862842904,43.74,False
U1068_S00064,U1068,2026-01-16T15:02:00,2026-01-16T15:02:00,1.0,0,,0,0,0,333.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5145493826812724,43.71,False
U1080_S00075,U1080,2026-01-19T17:15:00,2026-01-19T17:15:00,1.0,0,,0,0,0,0.0,2.7317,7425.17,7425.17,0,1,0,0,0,0,0,0,False,normal,0.5144167850172766,43.68,False
U1040_S00038,U1040,2026-01-09T00:03:00,2026-01-09T00:03:00,1.0,0,,0,0,0,1351.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5144367398656517,43.68,False
U1080_S00047,U1080,2026-01-12T21:44:00,2026-01-12T21:44:00,1.0,0,,0,0,0,0.0,2.7414,7442.76,7442.76,0,1,0,0,0,0,0,0,False,normal,0.5143527220850422,43.67,False
U1116_S00067,U1116,2026-01-18T14:30:00,2026-01-18T14:38:00,8.0,0,,0,0,0,1780.0,0.567,6231.26,6231.26,0,1,0,0,1,1,1,1,False,normal,0.5140061125162646,43.59,False
U1016_S00078,U1016,2026-01-21T23:03:00,2026-01-21T23:03:00,1.0,0,,0,0,0,0.0,0.1542,2163.99,2163.99,1,1,0,0,0,0,0,0,False,normal,0.5140115770044021,43.59,False
U1065_S00079,U1065,2026-01-21T23:13:00,2026-01-21T23:27:00,14.0,0,,0,0,0,1098.0,0.2955,9036.54,9036.54,0,1,0,0,1,1,1,1,False,normal,0.5138218505717281,43.55,False
U1089_S00053,U1089,2026-01-15T15:53:00,2026-01-15T16:16:00,23.0,0,,0,0,0,677.0,0.0403,11871.68,11871.68,0,1,0,0,1,1,1,1,False,normal,0.5138025267980147,43.54,False
U1118_S00024,U1118,2026-01-07T04:18:00,2026-01-07T04:18:00,1.0,0,,0,0,0,348.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5137689886495203,43.53,False
U1107_S00058,U1107,2026-01-16T03:17:00,2026-01-16T03:17:00,1.0,0,,0,0,0,348.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5137689886495203,43.53,False
U1013_S00082,U1013,2026-01-21T01:47:00,2026-01-21T01:47:00,1.0,0,,0,0,0,380.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5135681337405511,43.49,False
U1056_S00011,U1056,2026-01-03T05:11:00,2026-01-03T05:11:00,1.0,0,,0,0,0,1336.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5135639856478798,43.49,False
U1075_S00072,U1075,2026-01-19T14:05:00,2026-01-19T14:16:00,11.0,0,,0,0,0,115.0,-0.0512,1798.56,1798.56,1,1,0,0,1,1,1,1,False,normal,0.5135904472076153,43.49,False
U1020_S00025,U1020,2026-01-06T17:01:00,2026-01-06T17:01:00,1.0,0,,0,0,0,1339.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.5135639856478798,43.49,False
U1118_S00041,U1118,2026-01-11T22:22:00,2026-01-11T22:22:00,1.0,0,,0,0,0,352.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal,0.513570393290064,43.49,False
