session_id,user_id,session_start,session_end,duration_minutes,geo_velocity_flag,geo_velocity_detail,failed_login_count,max_failed_attempts_last_10min,device_change_flag,time_since_last_known_device_ip_minutes,transaction_amount_zscore,max_transaction_amount,total_transaction_amount,new_beneficiary_flag,transaction_velocity,weak_crypto_flag,crypto_deprecated_signal_count,login_event_count,successful_login_count,unique_geo_count,unique_device_count,session_is_attack_scenario,session_attack_types
U1056_S00005,U1056,2026-01-02T06:55:00,2026-01-02T06:55:00,1.0,0,,0,0,0,158.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1075_S00005,U1075,2026-01-02T06:56:00,2026-01-02T06:56:00,1.0,0,,0,0,0,748.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1082_S00005,U1082,2026-01-02T06:58:00,2026-01-02T06:58:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1019_S00007,U1019,2026-01-02T07:02:00,2026-01-02T07:09:00,7.0,0,,0,0,1,203.0,0.0,0.0,0.0,0,0,0,0,2,2,1,2,False,normal
U1009_S00002,U1009,2026-01-02T07:03:00,2026-01-02T07:03:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1091_S00004,U1091,2026-01-02T07:04:00,2026-01-02T07:04:00,1.0,0,,0,0,0,98.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1038_S00003,U1038,2026-01-02T07:15:00,2026-01-02T07:15:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1028_S00009,U1028,2026-01-02T07:24:00,2026-01-02T07:24:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1049_S00005,U1049,2026-01-02T07:32:00,2026-01-02T07:32:00,1.0,0,,1,1,0,1252.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1070_S00002,U1070,2026-01-02T07:36:00,2026-01-02T07:36:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1113_S00007,U1113,2026-01-02T07:37:00,2026-01-02T08:14:00,37.0,0,,0,0,1,100.0,-0.0459,695.12,695.12,0,1,0,0,2,2,1,2,False,normal
U1106_S00006,U1106,2026-01-02T07:38:00,2026-01-02T07:38:00,1.0,0,,0,0,0,0.0,0.047,5181.06,5181.06,0,1,0,0,0,0,0,0,False,normal
U1073_S00005,U1073,2026-01-02T07:39:00,2026-01-02T07:50:00,11.0,0,,5,5,0,0.0,3.2795,150000.0,150000.0,1,1,0,0,6,1,1,1,True,credential_stuffing_new_beneficiary
U1099_S00005,U1099,2026-01-02T07:39:00,2026-01-02T07:39:00,1.0,0,,0,0,0,1076.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1001_S00004,U1001,2026-01-02T07:40:00,2026-01-02T07:40:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1096_S00005,U1096,2026-01-02T07:41:00,2026-01-02T07:41:00,1.0,0,,0,0,0,1127.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1026_S00004,U1026,2026-01-02T07:45:00,2026-01-02T07:45:00,1.0,0,,0,0,0,0.0,0.1763,2355.53,2355.53,0,1,0,0,0,0,0,0,False,normal
U1059_S00004,U1059,2026-01-02T07:51:00,2026-01-02T07:51:00,1.0,0,,0,0,0,662.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1074_S00004,U1074,2026-01-02T07:54:00,2026-01-02T07:54:00,1.0,0,,0,0,0,0.0,-0.0063,2418.99,2418.99,0,1,0,0,0,0,0,0,False,normal
U1091_S00005,U1091,2026-01-02T07:55:00,2026-01-02T08:12:00,17.0,1,Mumbai -> Kolkata in 2 min,0,0,1,0.0,2.9018,60000.0,240000.0,1,4,0,0,3,3,2,3,True,device_change_transaction_velocity
U1005_S00008,U1005,2026-01-02T07:56:00,2026-01-02T07:56:00,1.0,0,,0,0,0,658.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1025_S00009,U1025,2026-01-02T07:56:00,2026-01-02T07:56:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1118_S00003,U1118,2026-01-02T07:59:00,2026-01-02T07:59:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1051_S00004,U1051,2026-01-02T08:05:00,2026-01-02T08:05:00,1.0,0,,0,0,0,1373.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1076_S00003,U1076,2026-01-02T08:05:00,2026-01-02T08:05:00,1.0,0,,0,0,0,0.0,-0.0799,1842.73,1842.73,0,1,0,0,0,0,0,0,False,normal
U1042_S00006,U1042,2026-01-02T08:07:00,2026-01-02T08:07:00,1.0,0,,0,0,0,0.0,-0.0156,3557.78,3557.78,0,1,0,0,0,0,0,0,False,normal
U1008_S00006,U1008,2026-01-02T08:09:00,2026-01-02T08:09:00,1.0,0,,0,0,0,348.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1029_S00005,U1029,2026-01-02T08:12:00,2026-01-02T08:12:00,1.0,0,,0,0,0,0.0,-0.0163,1842.23,1842.23,0,1,0,0,0,0,0,0,False,normal
U1048_S00006,U1048,2026-01-02T08:19:00,2026-01-02T08:19:00,1.0,0,,0,0,0,583.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1004_S00004,U1004,2026-01-02T08:22:00,2026-01-02T08:22:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal
U1011_S00007,U1011,2026-01-02T08:22:00,2026-01-02T08:22:00,1.0,0,,1,1,0,587.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1036_S00003,U1036,2026-01-02T08:23:00,2026-01-02T08:23:00,1.0,0,,0,0,0,430.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1007_S00005,U1007,2026-01-02T08:26:00,2026-01-02T08:26:00,1.0,0,,0,0,0,0.0,-0.0332,2638.01,2638.01,0,1,0,0,0,0,0,0,False,normal
U1018_S00004,U1018,2026-01-02T08:26:00,2026-01-02T08:26:00,1.0,0,,0,0,0,1125.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1116_S00002,U1116,2026-01-02T08:27:00,2026-01-02T08:27:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1057_S00005,U1057,2026-01-02T08:31:00,2026-01-02T08:31:00,1.0,0,,0,0,0,0.0,0.0974,11815.8,11815.8,0,1,0,0,0,0,0,0,False,normal
U1026_S00005,U1026,2026-01-02T08:35:00,2026-01-02T08:35:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1050_S00005,U1050,2026-01-02T08:36:00,2026-01-02T08:36:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1089_S00007,U1089,2026-01-02T08:38:00,2026-01-02T08:38:00,1.0,0,,0,0,0,447.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1033_S00006,U1033,2026-01-02T08:45:00,2026-01-02T08:45:00,1.0,0,,0,0,0,1085.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1063_S00003,U1063,2026-01-02T08:46:00,2026-01-02T08:46:00,1.0,0,,0,0,0,0.0,-0.6461,4460.8,4460.8,0,1,0,0,0,0,0,0,False,normal
U1079_S00003,U1079,2026-01-02T08:47:00,2026-01-02T08:47:00,1.0,0,,0,0,0,574.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1027_S00004,U1027,2026-01-02T08:50:00,2026-01-02T08:50:00,1.0,0,,0,0,0,930.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1053_S00005,U1053,2026-01-02T08:50:00,2026-01-02T08:50:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1067_S00005,U1067,2026-01-02T08:50:00,2026-01-02T08:50:00,1.0,0,,0,0,0,629.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1048_S00007,U1048,2026-01-02T08:52:00,2026-01-02T08:52:00,1.0,0,,0,0,0,616.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1092_S00007,U1092,2026-01-02T08:52:00,2026-01-02T08:52:00,1.0,0,,0,0,0,0.0,-0.0114,3166.2,3166.2,0,1,0,0,0,0,0,0,False,normal
U1025_S00010,U1025,2026-01-02T08:54:00,2026-01-02T08:54:00,1.0,0,,0,0,0,58.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1028_S00010,U1028,2026-01-02T08:59:00,2026-01-02T08:59:00,1.0,0,,0,0,0,0.0,-0.0347,2629.24,2629.24,0,1,0,0,0,0,0,0,False,normal
U1038_S00004,U1038,2026-01-02T09:03:00,2026-01-02T09:03:00,1.0,0,,0,0,0,0.0,0.0362,10817.09,10817.09,0,1,0,0,0,0,0,0,False,normal
U1049_S00006,U1049,2026-01-02T09:06:00,2026-01-02T09:06:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1000_S00005,U1000,2026-01-02T09:14:00,2026-01-02T09:14:00,1.0,0,,0,0,0,714.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1016_S00003,U1016,2026-01-02T09:16:00,2026-01-02T09:16:00,1.0,0,,0,0,0,0.0,0.039,2042.57,2042.57,0,1,0,0,0,0,0,0,False,normal
U1086_S00007,U1086,2026-01-02T09:22:00,2026-01-02T09:22:00,1.0,0,,0,0,0,0.0,1.8652,9817.36,9817.36,0,1,0,0,0,0,0,0,False,normal
U1021_S00008,U1021,2026-01-02T09:25:00,2026-01-02T09:25:00,1.0,0,,0,0,0,1075.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1066_S00004,U1066,2026-01-02T09:32:00,2026-01-02T09:32:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1078_S00005,U1078,2026-01-02T09:34:00,2026-01-02T10:14:00,40.0,0,,1,1,1,220.0,0.0,0.0,0.0,0,0,0,0,3,2,1,2,False,normal
U1080_S00003,U1080,2026-01-02T09:34:00,2026-01-02T09:34:00,1.0,0,,0,0,0,0.0,-0.0562,2367.83,2367.83,0,1,0,0,0,0,0,0,False,normal
U1026_S00006,U1026,2026-01-02T09:37:00,2026-01-02T09:37:00,1.0,0,,0,0,0,0.0,-0.0895,1957.18,1957.18,0,1,0,0,0,0,0,0,False,normal
U1024_S00003,U1024,2026-01-02T09:38:00,2026-01-02T09:38:00,1.0,0,,0,0,0,582.0,-0.0061,3338.64,3338.64,0,1,0,0,1,1,1,1,False,normal
U1082_S00006,U1082,2026-01-02T09:39:00,2026-01-02T09:51:00,12.0,0,,0,0,1,587.0,0.0,0.0,0.0,0,0,0,0,2,2,1,2,False,normal
U1109_S00003,U1109,2026-01-02T09:39:00,2026-01-02T09:39:00,1.0,0,,0,0,0,304.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1084_S00005,U1084,2026-01-02T09:41:00,2026-01-02T09:57:00,16.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,1,1,False,normal
U1071_S00004,U1071,2026-01-02T09:44:00,2026-01-02T09:44:00,1.0,0,,0,0,0,361.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1038_S00005,U1038,2026-01-02T09:46:00,2026-01-02T10:15:00,29.0,1,Dubai -> Kolkata in 29 min,0,0,1,1306.0,3.5847,175000.0,175000.0,0,1,1,1,2,2,2,2,True,weak_crypto_large_transfer
U1052_S00005,U1052,2026-01-02T09:54:00,2026-01-02T09:54:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1029_S00006,U1029,2026-01-02T09:57:00,2026-01-02T09:57:00,1.0,0,,0,0,0,0.0,-0.0248,1433.6,1433.6,0,1,0,0,0,0,0,0,False,normal
U1053_S00006,U1053,2026-01-02T09:58:00,2026-01-02T09:58:00,1.0,0,,0,0,0,1369.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1041_S00007,U1041,2026-01-02T10:01:00,2026-01-02T10:01:00,1.0,0,,0,0,0,1140.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1049_S00007,U1049,2026-01-02T10:01:00,2026-01-02T10:01:00,1.0,0,,0,0,0,0.0,-0.007,1265.08,1265.08,0,1,0,0,0,0,0,0,False,normal
U1067_S00006,U1067,2026-01-02T10:03:00,2026-01-02T10:03:00,1.0,0,,0,0,0,73.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1118_S00004,U1118,2026-01-02T10:06:00,2026-01-02T10:06:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1076_S00004,U1076,2026-01-02T10:07:00,2026-01-02T10:07:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1104_S00008,U1104,2026-01-02T10:09:00,2026-01-02T10:09:00,1.0,0,,0,0,0,1065.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1056_S00006,U1056,2026-01-02T10:10:00,2026-01-02T10:20:00,10.0,0,,0,0,0,0.0,0.01,4725.97,8254.24,0,2,0,0,0,0,0,0,False,normal
U1012_S00004,U1012,2026-01-02T10:11:00,2026-01-02T10:11:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1042_S00007,U1042,2026-01-02T10:15:00,2026-01-02T10:15:00,1.0,0,,1,1,0,1184.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1025_S00011,U1025,2026-01-02T10:17:00,2026-01-02T10:17:00,1.0,0,,0,0,0,548.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1024_S00004,U1024,2026-01-02T10:18:00,2026-01-02T10:18:00,1.0,0,,0,0,0,0.0,-0.0467,2554.91,2554.91,1,1,0,0,0,0,0,0,False,normal
U1060_S00005,U1060,2026-01-02T10:18:00,2026-01-02T10:18:00,1.0,0,,0,0,0,811.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1034_S00004,U1034,2026-01-02T10:20:00,2026-01-02T10:20:00,1.0,0,,0,0,0,0.0,0.0226,3502.54,3502.54,1,1,0,0,0,0,0,0,False,normal
U1036_S00004,U1036,2026-01-02T10:28:00,2026-01-02T10:28:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1010_S00007,U1010,2026-01-02T10:34:00,2026-01-02T10:34:00,1.0,0,,1,1,0,1526.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1037_S00002,U1037,2026-01-02T10:38:00,2026-01-02T10:38:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1102_S00005,U1102,2026-01-02T10:38:00,2026-01-02T10:38:00,1.0,0,,0,0,0,0.0,-0.0115,4060.84,4060.84,0,1,0,0,0,0,0,0,False,normal
U1047_S00010,U1047,2026-01-02T10:44:00,2026-01-02T10:45:00,1.0,0,,0,0,1,740.0,0.0,0.0,0.0,0,0,0,0,2,2,1,2,False,normal
U1063_S00004,U1063,2026-01-02T10:44:00,2026-01-02T10:44:00,1.0,0,,0,0,0,0.0,-0.4503,5864.54,5864.54,0,1,0,0,0,0,0,0,False,normal
U1072_S00004,U1072,2026-01-02T10:44:00,2026-01-02T10:44:00,1.0,0,,0,0,0,1525.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1103_S00005,U1103,2026-01-02T10:48:00,2026-01-02T10:48:00,1.0,0,,0,0,0,940.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1096_S00006,U1096,2026-01-02T10:51:00,2026-01-02T10:51:00,1.0,0,,1,1,0,190.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1017_S00003,U1017,2026-01-02T10:52:00,2026-01-02T10:52:00,1.0,0,,0,0,0,1375.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1029_S00007,U1029,2026-01-02T11:01:00,2026-01-02T11:01:00,1.0,0,,0,0,0,559.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1032_S00005,U1032,2026-01-02T11:01:00,2026-01-02T11:01:00,1.0,0,,0,0,0,1500.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1025_S00012,U1025,2026-01-02T11:02:00,2026-01-02T11:02:00,1.0,0,,0,0,0,45.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1056_S00007,U1056,2026-01-02T11:05:00,2026-01-02T11:05:00,1.0,0,,0,0,0,1039.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1073_S00006,U1073,2026-01-02T11:05:00,2026-01-02T11:05:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1006_S00007,U1006,2026-01-02T11:06:00,2026-01-02T11:06:00,1.0,0,,0,0,0,1144.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1044_S00008,U1044,2026-01-02T11:13:00,2026-01-02T11:13:00,1.0,0,,0,0,0,0.0,-0.6908,3479.62,3479.62,0,1,0,0,0,0,0,0,False,normal
U1014_S00007,U1014,2026-01-02T11:15:00,2026-01-02T11:15:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1024_S00005,U1024,2026-01-02T11:18:00,2026-01-02T11:18:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1085_S00003,U1085,2026-01-02T11:18:00,2026-01-02T11:51:00,33.0,0,,0,0,1,0.0,2.8856,60000.0,242156.32,1,5,0,0,2,2,1,2,True,device_change_transaction_velocity
U1020_S00002,U1020,2026-01-02T11:20:00,2026-01-02T11:48:00,28.0,0,,0,0,0,1077.0,0.045,2487.28,2487.28,0,1,0,0,1,1,1,1,False,normal
U1110_S00007,U1110,2026-01-02T11:23:00,2026-01-02T11:23:00,1.0,0,,0,0,0,0.0,0.0001,2928.1,2928.1,0,1,0,0,0,0,0,0,False,normal
U1098_S00004,U1098,2026-01-02T11:24:00,2026-01-02T11:24:00,1.0,0,,0,0,0,281.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1081_S00006,U1081,2026-01-02T11:30:00,2026-01-02T11:30:00,1.0,0,,0,0,0,0.0,-0.0065,3133.14,3133.14,0,1,0,0,0,0,0,0,False,normal
U1003_S00005,U1003,2026-01-02T11:39:00,2026-01-02T11:39:00,1.0,0,,0,0,0,0.0,-0.0266,1123.78,1123.78,0,1,0,0,0,0,0,0,False,normal
U1116_S00003,U1116,2026-01-02T11:45:00,2026-01-02T11:45:00,1.0,0,,0,0,0,198.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1083_S00005,U1083,2026-01-02T11:47:00,2026-01-02T11:47:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1011_S00008,U1011,2026-01-02T11:49:00,2026-01-02T11:49:00,1.0,0,,0,0,0,0.0,-0.2556,6768.81,6768.81,0,1,0,0,0,0,0,0,False,normal
U1029_S00008,U1029,2026-01-02T11:49:00,2026-01-02T11:49:00,1.0,0,,0,0,0,709.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1042_S00008,U1042,2026-01-02T11:51:00,2026-01-02T11:59:00,8.0,1,Pune -> Dubai in 8 min,0,0,1,525.0,0.0,0.0,0.0,0,0,0,0,2,2,2,2,False,normal
U1111_S00006,U1111,2026-01-02T11:54:00,2026-01-02T11:54:00,1.0,0,,0,0,0,1054.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1088_S00004,U1088,2026-01-02T11:56:00,2026-01-02T11:56:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1110_S00008,U1110,2026-01-02T11:57:00,2026-01-02T11:57:00,1.0,0,,0,0,0,971.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1080_S00004,U1080,2026-01-02T11:59:00,2026-01-02T11:59:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1101_S00004,U1101,2026-01-02T11:59:00,2026-01-02T11:59:00,1.0,0,,0,0,0,705.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1113_S00008,U1113,2026-01-02T11:59:00,2026-01-02T11:59:00,1.0,0,,0,0,0,225.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1079_S00004,U1079,2026-01-02T12:00:00,2026-01-02T12:00:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1073_S00007,U1073,2026-01-02T12:01:00,2026-01-02T12:01:00,1.0,0,,0,0,0,0.0,-0.0449,1377.63,1377.63,0,1,0,0,0,0,0,0,False,normal
U1002_S00006,U1002,2026-01-02T12:02:00,2026-01-02T12:02:00,1.0,0,,1,1,0,407.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1064_S00005,U1064,2026-01-02T12:10:00,2026-01-02T12:10:00,1.0,0,,0,0,0,1500.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1037_S00003,U1037,2026-01-02T12:11:00,2026-01-02T12:11:00,1.0,0,,0,0,0,1641.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1115_S00005,U1115,2026-01-02T12:12:00,2026-01-02T12:12:00,1.0,0,,0,0,0,0.0,-0.0199,1500.78,1500.78,0,1,0,0,0,0,0,0,False,normal
U1035_S00002,U1035,2026-01-02T12:14:00,2026-01-02T12:14:00,1.0,0,,0,0,0,0.0,-0.0236,1567.84,1567.84,0,1,0,0,0,0,0,0,False,normal
U1114_S00002,U1114,2026-01-02T12:14:00,2026-01-02T12:14:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1090_S00008,U1090,2026-01-02T12:18:00,2026-01-02T12:18:00,1.0,0,,0,0,0,726.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1039_S00005,U1039,2026-01-02T12:20:00,2026-01-02T12:20:00,1.0,0,,0,0,0,798.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1083_S00006,U1083,2026-01-02T12:20:00,2026-01-02T12:20:00,1.0,0,,0,0,0,0.0,-0.4965,2364.51,2364.51,0,1,0,0,0,0,0,0,False,normal
U1003_S00006,U1003,2026-01-02T12:25:00,2026-01-02T12:25:00,1.0,0,,0,0,0,0.0,-0.0422,517.03,517.03,0,1,0,0,0,0,0,0,False,normal
U1020_S00003,U1020,2026-01-02T12:28:00,2026-01-02T12:28:00,1.0,0,,0,0,0,40.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1055_S00001,U1055,2026-01-02T12:31:00,2026-01-02T12:31:00,1.0,0,,0,0,0,0.0,0.0354,3735.84,3735.84,0,1,0,0,0,0,0,0,False,normal
U1050_S00006,U1050,2026-01-02T12:37:00,2026-01-02T12:37:00,1.0,0,,0,0,0,0.0,0.0099,4900.14,4900.14,0,1,0,0,0,0,0,0,False,normal
U1019_S00008,U1019,2026-01-02T12:39:00,2026-01-02T12:39:00,1.0,0,,0,0,0,330.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1007_S00006,U1007,2026-01-02T12:40:00,2026-01-02T12:40:00,1.0,0,,0,0,0,0.0,-0.0234,3071.3,3071.3,0,1,0,0,0,0,0,0,False,normal
U1117_S00005,U1117,2026-01-02T12:41:00,2026-01-02T12:41:00,1.0,0,,0,0,0,1269.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1058_S00005,U1058,2026-01-02T12:43:00,2026-01-02T12:56:00,13.0,0,,1,1,1,710.0,0.0,0.0,0.0,0,0,0,0,2,1,1,2,False,normal
U1070_S00003,U1070,2026-01-02T12:43:00,2026-01-02T12:43:00,1.0,0,,0,0,0,1335.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1051_S00005,U1051,2026-01-02T12:46:00,2026-01-02T12:46:00,1.0,0,,0,0,0,515.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1063_S00005,U1063,2026-01-02T12:46:00,2026-01-02T12:54:00,8.0,1,Pune -> Kolkata in 8 min,1,1,0,770.0,0.0,0.0,0.0,0,0,0,0,2,1,2,1,False,normal
U1033_S00007,U1033,2026-01-02T12:49:00,2026-01-02T12:52:00,3.0,0,,0,0,0,1245.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal
U1046_S00004,U1046,2026-01-02T12:49:00,2026-01-02T13:17:00,28.0,0,,0,0,0,0.0,0.0198,2951.0,2951.0,0,1,0,0,1,1,1,1,False,normal
U1085_S00004,U1085,2026-01-02T12:50:00,2026-01-02T12:50:00,1.0,0,,0,0,0,0.0,-0.0073,1819.26,1819.26,0,1,0,0,0,0,0,0,False,normal
U1029_S00009,U1029,2026-01-02T12:52:00,2026-01-02T12:52:00,1.0,0,,0,0,0,111.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal
U1086_S00008,U1086,2026-01-02T12:53:00,2026-01-02T12:53:00,1.0,0,,0,0,0,1059.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1014_S00008,U1014,2026-01-02T13:03:00,2026-01-02T13:03:00,1.0,0,,0,0,0,1233.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1021_S00009,U1021,2026-01-02T13:10:00,2026-01-02T13:10:00,1.0,0,,0,0,0,0.0,0.0939,5599.33,5599.33,0,1,0,0,0,0,0,0,False,normal
U1087_S00002,U1087,2026-01-02T13:11:00,2026-01-02T13:11:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1043_S00006,U1043,2026-01-02T13:24:00,2026-01-02T13:24:00,1.0,0,,0,0,0,593.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1056_S00008,U1056,2026-01-02T13:26:00,2026-01-02T13:26:00,1.0,0,,0,0,0,141.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1070_S00004,U1070,2026-01-02T13:30:00,2026-01-02T13:30:00,1.0,0,,0,0,0,0.0,-0.016,3142.3,3142.3,0,1,0,0,0,0,0,0,False,normal
U1039_S00006,U1039,2026-01-02T13:31:00,2026-01-02T13:31:00,1.0,0,,0,0,0,0.0,-0.4303,1217.05,1217.05,0,1,0,0,0,0,0,0,False,normal
U1062_S00006,U1062,2026-01-02T13:32:00,2026-01-02T13:32:00,1.0,0,,0,0,0,0.0,-0.1065,3144.95,3144.95,0,1,0,0,0,0,0,0,False,normal
U1029_S00010,U1029,2026-01-02T13:37:00,2026-01-02T13:59:00,22.0,0,,0,0,0,0.0,0.0661,5765.26,7064.15,0,2,0,0,0,0,0,0,False,normal
