txn_id,user_id,timestamp,amount,channel,beneficiary_id,beneficiary_is_new,merchant_category,user_avg_txn_amount,is_attack_scenario,attack_type
txn_0000059,U1002,2026-01-06 15:07:00,3197.04,mobile,B_U1002_77561,True,fuel,4906.58,False,normal
txn_0001710,U1063,2026-01-06 15:07:00,8378.1,mobile,B_U1063_17,False,utilities,10220.13,False,normal
txn_0000925,U1034,2026-01-06 15:21:00,2662.38,web,B_U1034_16,False,travel,3918.7,False,normal
txn_0001002,U1037,2026-01-06 15:21:00,2196.85,web,B_U1037_4,False,utilities,3096.92,False,normal
txn_0000979,U1036,2026-01-06 15:24:00,711.72,web,B_U1036_4,False,fuel,1129.15,False,normal
txn_0001332,U1049,2026-01-06 15:24:00,1283.36,mobile,B_U1049_4,False,groceries,1500.95,False,normal
txn_0001546,U1057,2026-01-06 15:24:00,7145.29,mobile,B_U1057_16,False,utilities,6319.59,False,normal
txn_0000875,U1032,2026-01-06 15:30:00,974.43,mobile,B_U1032_12,False,peer_transfer,1492.58,False,normal
txn_0002715,U1101,2026-01-06 15:45:00,7122.85,mobile,B_U1101_15,False,electronics,2326.49,False,normal
txn_0002972,U1111,2026-01-06 15:46:00,3106.41,mobile,B_U1111_1,False,groceries,3287.89,False,normal
txn_0002059,U1076,2026-01-06 15:48:00,6479.14,mobile,B_U1076_12,False,utilities,4907.7,False,normal
txn_0002532,U1094,2026-01-06 15:51:00,935.72,mobile,B_U1094_2,False,peer_transfer,2174.74,False,normal
txn_0002300,U1085,2026-01-06 15:56:00,867.46,web,B_U1085_17,False,fuel,1952.44,False,normal
txn_0000088,U1003,2026-01-06 16:06:00,3007.27,web,B_U1003_5,False,travel,2001.51,False,normal
txn_0000443,U1016,2026-01-06 16:23:00,2198.8,mobile,B_U1016_9,False,electronics,2121.6,False,normal
txn_0002950,U1110,2026-01-06 16:26:00,1868.93,web,B_U1110_6,False,electronics,2501.88,False,normal
txn_0000089,U1003,2026-01-06 16:27:00,2174.9,mobile,B_U1003_3,False,investment,2001.51,False,normal
txn_0002612,U1097,2026-01-06 16:37:00,434.69,mobile,B_U1097_91121,True,investment,1723.17,False,normal
txn_0000579,U1021,2026-01-06 16:40:00,3426.73,web,B_U1021_47348,True,investment,2094.79,False,normal
txn_0000249,U1009,2026-01-06 16:48:00,1364.11,mobile,B_U1009_6,False,utilities,1573.47,False,normal
txn_0001198,U1044,2026-01-06 16:54:00,4616.84,web,B_U1044_11,False,dining,6443.21,False,normal
txn_0001282,U1047,2026-01-06 17:30:00,5322.07,web,B_U1047_21911,True,dining,2870.56,False,normal
txn_0001923,U1071,2026-01-06 17:31:00,5365.65,web,B_U1071_5,False,electronics,4084.71,False,normal
txn_0001711,U1063,2026-01-06 17:54:00,6600.92,web,B_U1063_12,False,fuel,10220.13,False,normal
txn_0000444,U1016,2026-01-06 17:58:00,1567.02,mobile,B_U1016_68502,True,dining,2121.6,False,normal
txn_0001139,U1042,2026-01-06 18:27:00,1547.28,web,B_U1042_7,False,electronics,4610.29,False,normal
txn_0000792,U1029,2026-01-06 18:30:00,1064.07,mobile,B_U1029_14,False,electronics,2499.66,False,normal
txn_0001199,U1044,2026-01-06 18:31:00,3288.84,atm,B_U1044_11,False,groceries,6443.21,False,normal
txn_0002482,U1092,2026-01-06 18:33:00,3481.78,web,B_U1092_1,False,electronics,2917.77,False,normal
txn_0000735,U1027,2026-01-06 18:37:00,3325.14,atm,B_U1027_18,False,utilities,2802.86,False,normal
txn_0000358,U1013,2026-01-06 18:38:00,2151.42,mobile,B_U1013_18,False,travel,4381.55,False,normal
txn_0002507,U1093,2026-01-06 18:59:00,4017.36,mobile,B_U1093_15,False,dining,3053.67,False,normal
txn_0003076,U1115,2026-01-06 18:59:00,916.81,web,B_U1115_8,False,peer_transfer,1701.41,False,normal
txn_0000711,U1026,2026-01-06 19:04:00,1678.14,mobile,B_U1026_18,False,electronics,2270.01,False,normal
txn_0002951,U1110,2026-01-06 19:05:00,2068.74,web,B_U1110_6,False,dining,2501.88,False,normal
txn_0002973,U1111,2026-01-06 19:05:00,7464.65,mobile,B_U1111_79451,True,electronics,3287.89,False,normal
txn_0002197,U1081,2026-01-06 19:27:00,3442.17,atm,B_U1081_16,False,groceries,4023.78,False,normal
txn_0002692,U1100,2026-01-06 19:27:00,11955.97,mobile,B_U1100_1,False,electronics,3364.39,False,normal
txn_0001333,U1049,2026-01-06 19:34:00,1358.64,mobile,B_U1049_3,False,dining,1500.95,False,normal
txn_0000654,U1024,2026-01-06 19:36:00,2627.9,web,B_U1024_4,False,utilities,3630.97,False,normal
txn_0000383,U1014,2026-01-06 19:40:00,4189.49,atm,B_U1014_5,False,electronics,5753.35,False,normal
txn_0000580,U1021,2026-01-06 19:49:00,3463.06,mobile,B_U1021_5,False,electronics,2094.79,False,normal
txn_0000308,U1011,2026-01-06 19:59:00,2780.89,mobile,B_U1011_17,False,electronics,9375.34,False,normal
txn_0002219,U1082,2026-01-06 20:04:00,4832.4,mobile,B_U1082_7,False,peer_transfer,4569.76,False,normal
txn_0002508,U1093,2026-01-06 20:10:00,3201.36,mobile,B_U1093_2,False,peer_transfer,3053.67,False,normal
txn_0002060,U1076,2026-01-06 20:21:00,5639.84,mobile,B_U1076_81831,True,electronics,4907.7,False,normal
txn_0002533,U1094,2026-01-06 20:27:00,1675.0,mobile,B_U1094_21157,True,peer_transfer,2174.74,False,normal
txn_0001031,U1038,2026-01-06 20:47:00,5764.32,mobile,B_U1038_7,False,utilities,9163.94,False,normal
txn_0000170,U1006,2026-01-06 20:58:00,4410.29,web,B_U1006_9,False,groceries,2287.03,False,normal
txn_0002815,U1105,2026-01-06 21:00:00,4701.19,mobile,B_U1105_1,False,peer_transfer,5101.93,False,normal
txn_0001061,U1039,2026-01-06 21:03:00,1460.72,mobile,B_U1039_3,False,peer_transfer,1555.7,False,normal
txn_0000195,U1007,2026-01-06 21:04:00,2351.41,mobile,B_U1007_8,False,fuel,3285.15,False,normal
txn_0002425,U1090,2026-01-06 21:18:00,3602.74,mobile,B_U1090_7,False,utilities,3957.38,False,normal
txn_0002116,U1078,2026-01-06 21:38:00,9220.25,mobile,B_U1078_11,False,utilities,6944.14,False,normal
txn_0000736,U1027,2026-01-06 21:42:00,3736.33,web,B_U1027_4,False,utilities,2802.86,False,normal
txn_0000115,U1004,2026-01-06 21:44:00,2899.25,web,B_U1004_3,False,fuel,2852.1,False,normal
txn_0000171,U1006,2026-01-06 21:48:00,1410.17,mobile,B_U1006_17,False,dining,2287.03,False,normal
txn_0000899,U1033,2026-01-06 21:52:00,1915.78,mobile,B_U1033_1,False,dining,2238.38,False,normal
txn_0000655,U1024,2026-01-06 22:00:00,4714.82,web,B_U1024_16,False,travel,3630.97,False,normal
txn_0000656,U1024,2026-01-06 22:02:00,12925.9,mobile,B_U1024_18,False,investment,3630.97,False,normal
txn_0001093,U1040,2026-01-06 22:03:00,1773.63,web,B_U1040_2,False,travel,3480.98,False,normal
txn_0002816,U1105,2026-01-06 22:06:00,4210.49,mobile,B_U1105_10,False,fuel,5101.93,False,normal
txn_0000250,U1009,2026-01-06 22:22:00,2529.79,mobile,B_U1009_12,False,electronics,1573.47,False,normal
txn_0000684,U1025,2026-01-06 22:34:00,1101.98,web,B_U1025_11,False,travel,2077.08,False,normal
txn_0001786,U1066,2026-01-06 23:00:00,1983.9,mobile,B_U1066_7,False,utilities,2174.71,False,normal
txn_0002220,U1082,2026-01-06 23:00:00,5693.71,mobile,B_U1082_9,False,utilities,4569.76,False,normal
txn_0001630,U1060,2026-01-06 23:15:00,2561.74,web,B_U1060_8,False,dining,2200.45,False,normal
txn_0001979,U1073,2026-01-06 23:26:00,2923.77,mobile,B_U1073_1,False,travel,3306.92,False,normal
txn_0002740,U1102,2026-01-06 23:39:00,5045.01,mobile,B_U1102_4,False,dining,4673.84,False,normal
txn_0000926,U1034,2026-01-06 23:59:00,6288.36,mobile,B_U1034_5,False,dining,3918.7,False,normal
txn_0001247,U1046,2026-01-07 00:12:00,2413.13,mobile,B_U1046_3,False,fuel,2217.91,False,normal
txn_0000813,U1030,2026-01-07 00:25:00,1720.92,mobile,B_U1030_14085,True,peer_transfer,2316.16,False,normal
txn_0002580,U1096,2026-01-07 00:26:00,3008.65,mobile,B_U1096_2,False,peer_transfer,4725.77,False,normal
txn_0000603,U1022,2026-01-07 00:32:00,1766.04,web,B_U1022_15,False,dining,4140.87,False,normal
txn_0003127,U1117,2026-01-07 00:55:00,1984.74,mobile,B_U1117_9,False,dining,3396.23,False,normal
txn_0001114,U1041,2026-01-07 01:00:00,3135.73,mobile,B_U1041_2,False,dining,3955.76,False,normal
txn_0001787,U1066,2026-01-07 01:07:00,4794.98,mobile,B_U1066_17,False,investment,2174.71,False,normal
txn_0002221,U1082,2026-01-07 01:11:00,6465.04,web,B_U1082_12,False,electronics,4569.76,False,normal
txn_0000980,U1036,2026-01-07 01:24:00,1583.13,web,B_U1036_10,False,utilities,1129.15,False,normal
txn_0001547,U1057,2026-01-07 01:31:00,5571.65,web,B_U1057_7,False,peer_transfer,6319.59,False,normal
txn_0001548,U1057,2026-01-07 01:44:00,11294.24,mobile,B_U1057_13,False,groceries,6319.59,False,normal
txn_0000384,U1014,2026-01-07 01:47:00,4998.22,mobile,B_U1014_10,False,groceries,5753.35,False,normal
txn_0000412,U1015,2026-01-07 01:51:00,4155.62,mobile,B_U1015_5,False,electronics,2999.76,False,normal
txn_0000033,U1001,2026-01-07 01:54:00,3515.83,web,B_U1001_21383,True,groceries,2959.57,False,normal
txn_0000657,U1024,2026-01-07 01:58:00,1088.29,mobile,B_U1024_10,False,peer_transfer,3630.97,False,normal
txn_0002844,U1106,2026-01-07 02:00:00,5628.48,mobile,B_U1106_16,False,dining,3670.02,False,normal
txn_0002426,U1090,2026-01-07 02:13:00,6323.24,mobile,B_U1090_6,False,groceries,3957.38,False,normal
txn_0000685,U1025,2026-01-07 02:25:00,12070.6,mobile,B_U1025_18,False,electronics,2077.08,False,normal
txn_0001003,U1037,2026-01-07 02:26:00,2107.93,mobile,B_U1037_1,False,electronics,3096.92,False,normal
txn_0000953,U1035,2026-01-07 02:37:00,3063.89,mobile,B_U1035_18,False,investment,2810.15,False,normal
txn_0000814,U1030,2026-01-07 02:45:00,1652.93,mobile,B_U1030_5,False,utilities,2316.16,False,normal
txn_0000815,U1030,2026-01-07 02:55:00,3236.17,web,B_U1030_17,False,groceries,2316.16,False,normal
txn_0001359,U1050,2026-01-07 03:11:00,2062.55,web,B_U1050_10,False,dining,3695.41,False,normal
txn_0001304,U1048,2026-01-07 03:28:00,3261.18,mobile,B_U1048_1,False,travel,2557.77,False,normal
txn_0003026,U1113,2026-01-07 03:39:00,2272.08,web,B_U1113_19917,True,groceries,1261.03,False,normal
txn_0000546,U1020,2026-01-07 04:00:00,3546.98,mobile,B_U1020_9,False,investment,2216.94,False,normal
txn_0002301,U1085,2026-01-07 04:01:00,914.11,mobile,B_U1085_10,False,electronics,1952.44,False,normal
txn_0002427,U1090,2026-01-07 04:02:00,3457.79,web,B_U1090_3,False,groceries,3957.38,False,normal
txn_0002867,U1107,2026-01-07 04:09:00,1051.14,mobile,B_U1107_17,False,fuel,2290.51,False,normal
txn_0000172,U1006,2026-01-07 04:21:00,1575.41,mobile,B_U1006_2,False,peer_transfer,2287.03,False,normal
txn_0000280,U1010,2026-01-07 04:32:00,3386.74,mobile,B_U1010_5,False,travel,4545.51,False,normal
txn_0001712,U1063,2026-01-07 04:56:00,4670.16,mobile,B_U1063_10,False,fuel,10220.13,False,normal
txn_0000581,U1021,2026-01-07 05:21:00,2984.05,mobile,B_U1021_10,False,fuel,2094.79,False,normal
txn_0002198,U1081,2026-01-07 05:31:00,4207.59,mobile,B_U1081_10,False,dining,4023.78,False,normal
txn_0002509,U1093,2026-01-07 05:38:00,3128.44,web,B_U1093_11,False,investment,3053.67,False,normal
txn_0002716,U1101,2026-01-07 06:15:00,988.43,mobile,B_U1101_18,False,groceries,2326.49,False,normal
txn_0002918,U1109,2026-01-07 06:16:00,6240.18,mobile,B_U1109_10,False,electronics,5925.56,False,normal
txn_0002273,U1084,2026-01-07 06:28:00,2462.05,mobile,B_U1084_2,False,travel,1662.97,False,normal
txn_0002456,U1091,2026-01-07 06:38:00,1458.63,web,B_U1091_21372,True,fuel,1905.36,False,normal
txn_0000686,U1025,2026-01-07 06:39:00,4620.25,mobile,B_U1025_3,False,investment,2077.08,False,normal
txn_0000005,U1000,2026-01-07 06:43:00,870.88,mobile,B_U1000_4,False,utilities,3431.57,False,normal
txn_0002061,U1076,2026-01-07 06:43:00,6703.56,mobile,B_U1076_46107,True,peer_transfer,4907.7,False,normal
txn_0002952,U1110,2026-01-07 06:48:00,963.18,mobile,B_U1110_3,False,electronics,2501.88,False,normal
txn_0001334,U1049,2026-01-07 06:55:00,752.99,mobile,B_U1049_4,False,fuel,1500.95,False,normal
txn_0000793,U1029,2026-01-07 07:08:00,5241.99,mobile,B_U1029_13,False,peer_transfer,2499.66,False,normal
txn_0001924,U1071,2026-01-07 07:31:00,3926.81,web,B_U1071_17,False,groceries,4084.71,False,normal
txn_0003027,U1113,2026-01-07 07:37:00,4381.41,web,B_U1113_9,False,investment,1261.03,False,normal
txn_0000547,U1020,2026-01-07 07:42:00,4761.24,web,B_U1020_9,False,electronics,2216.94,False,normal
txn_0001465,U1054,2026-01-07 07:48:00,1698.94,mobile,B_U1054_3,False,groceries,2347.07,False,normal
txn_0002398,U1089,2026-01-07 08:02:00,2761.03,mobile,B_U1089_10,False,utilities,9995.49,False,normal
txn_0000927,U1034,2026-01-07 08:04:00,7513.29,atm,B_U1034_4,False,investment,3918.7,False,normal
txn_0001788,U1066,2026-01-07 08:22:00,2114.52,web,B_U1066_6,False,fuel,2174.71,False,normal
txn_0001631,U1060,2026-01-07 08:31:00,3221.6,mobile,B_U1060_15,False,investment,2200.45,False,normal
txn_0002348,U1087,2026-01-07 08:31:00,2001.83,mobile,B_U1087_3,False,groceries,1419.15,False,normal
txn_0000954,U1035,2026-01-07 08:35:00,4170.89,mobile,B_U1035_7,False,utilities,2810.15,False,normal
txn_0002767,U1103,2026-01-07 08:37:00,1964.33,mobile,B_U1103_7,False,peer_transfer,3356.29,False,normal
txn_0002457,U1091,2026-01-07 08:45:00,1628.34,mobile,B_U1091_18906,True,fuel,1905.36,False,normal
txn_0002062,U1076,2026-01-07 08:46:00,4516.36,mobile,B_U1076_18,False,fuel,4907.7,False,normal
txn_0002247,U1083,2026-01-07 08:51:00,1101.21,mobile,B_U1083_16,False,peer_transfer,3626.19,False,normal
txn_0000413,U1015,2026-01-07 09:07:00,2758.16,atm,B_U1015_11,False,peer_transfer,2999.76,False,normal
txn_0001062,U1039,2026-01-07 09:14:00,1138.35,atm,B_U1039_4,False,peer_transfer,1555.7,False,normal
txn_0002693,U1100,2026-01-07 09:14:00,3148.23,mobile,B_U1100_10,False,utilities,3364.39,False,normal
txn_0001248,U1046,2026-01-07 09:43:00,6105.17,mobile,B_U1046_17,False,groceries,2217.91,False,normal
txn_0000196,U1007,2026-01-07 09:51:00,6595.0,web,B_U1007_16,False,groceries,3285.15,False,normal
txn_0002953,U1110,2026-01-07 10:00:00,2916.54,mobile,B_U1110_6,False,peer_transfer,2501.88,False,normal
txn_0001872,U1069,2026-01-07 10:07:00,4546.64,mobile,B_U1069_8,False,groceries,5981.69,False,normal
txn_0000955,U1035,2026-01-07 10:26:00,4137.61,mobile,B_U1035_10,False,travel,2810.15,False,normal
txn_0002374,U1088,2026-01-07 10:41:00,2252.26,mobile,B_U1088_12,False,dining,1638.89,False,normal
txn_0000090,U1003,2026-01-07 10:44:00,2747.66,atm,B_U1003_4,False,peer_transfer,2001.51,False,normal
txn_0001789,U1066,2026-01-07 10:52:00,4239.58,mobile,B_U1066_6,False,utilities,2174.71,False,normal
txn_0001790,U1066,2026-01-07 11:03:00,2675.22,atm,B_U1066_4,False,fuel,2174.71,False,normal
txn_0002248,U1083,2026-01-07 11:14:00,3364.09,web,B_U1083_11,False,peer_transfer,3626.19,False,normal
txn_0001115,U1041,2026-01-07 11:28:00,2509.94,mobile,B_U1041_2,False,travel,3955.76,False,normal
txn_0000445,U1016,2026-01-07 11:34:00,2873.97,mobile,B_U1016_79669,True,fuel,2121.6,False,normal
txn_0001305,U1048,2026-01-07 11:34:00,3415.89,web,B_U1048_3,False,fuel,2557.77,False,normal
txn_0002954,U1110,2026-01-07 11:41:00,2682.94,web,B_U1110_17,False,peer_transfer,2501.88,False,normal
txn_0002324,U1086,2026-01-07 12:01:00,5426.96,mobile,B_U1086_82207,True,dining,4347.82,False,normal
txn_0003182,U1119,2026-01-07 12:18:00,1761.58,mobile,B_U1119_14,False,fuel,2176.44,False,normal
txn_0002325,U1086,2026-01-07 12:20:00,14285.07,mobile,B_U1086_18,False,fuel,4347.82,False,normal
txn_0001549,U1057,2026-01-07 12:21:00,4937.06,atm,B_U1057_15,False,fuel,6319.59,False,normal
txn_0001817,U1067,2026-01-07 12:22:00,1962.6,web,B_U1067_15,False,electronics,2136.18,False,normal
txn_0000900,U1033,2026-01-07 12:40:00,4185.85,mobile,B_U1033_10,False,fuel,2238.38,False,normal
txn_0000794,U1029,2026-01-07 12:50:00,3102.83,web,B_U1029_6,False,peer_transfer,2499.66,False,normal
txn_0003107,U1116,2026-01-07 12:57:00,10765.79,web,B_U1116_17,False,investment,5060.46,False,normal
txn_0001763,U1065,2026-01-07 13:12:00,2323.8,atm,B_U1065_14,False,travel,2907.56,False,normal
txn_0002399,U1089,2026-01-07 13:18:00,10299.89,atm,B_U1089_13,False,electronics,9995.49,False,normal
txn_0001764,U1065,2026-01-07 13:35:00,3319.88,mobile,B_U1065_11,False,travel,2907.56,False,normal
txn_0002274,U1084,2026-01-07 13:41:00,1868.06,web,B_U1084_10,False,groceries,1662.97,False,normal
txn_0000197,U1007,2026-01-07 14:00:00,3461.51,web,B_U1007_82128,True,fuel,3285.15,False,normal
txn_0002428,U1090,2026-01-07 14:02:00,3736.3,mobile,B_U1090_15,False,travel,3957.38,False,normal
txn_0002717,U1101,2026-01-07 14:07:00,1857.98,web,B_U1101_30343,True,groceries,2326.49,False,normal
txn_0002087,U1077,2026-01-07 14:25:00,1147.65,mobile,B_U1077_52294,True,groceries,1866.36,False,normal
txn_0001570,U1058,2026-01-07 14:26:00,9477.7,mobile,B_U1058_5,False,electronics,4002.51,False,normal
txn_0002630,U1098,2026-01-07 14:41:00,6137.37,mobile,B_U1098_3,False,peer_transfer,7495.59,False,normal
txn_0000981,U1036,2026-01-07 15:17:00,2169.03,mobile,B_U1036_4,False,peer_transfer,1129.15,False,normal
txn_0000901,U1033,2026-01-07 15:29:00,3689.45,mobile,B_U1033_5,False,electronics,2238.38,False,normal
txn_0002326,U1086,2026-01-07 15:49:00,3883.9,web,B_U1086_14,False,investment,4347.82,False,normal
txn_0002349,U1087,2026-01-07 15:49:00,2088.72,web,B_U1087_18,False,travel,1419.15,False,normal
txn_0000227,U1008,2026-01-07 15:52:00,15381.97,web,B_U1008_17,False,investment,3573.17,False,normal
txn_0002768,U1103,2026-01-07 15:53:00,1744.8,mobile,B_U1103_8,False,investment,3356.29,False,normal
txn_0000627,U1023,2026-01-07 16:09:00,2569.26,web,B_U1023_3,False,groceries,3158.77,False,normal
txn_0001306,U1048,2026-01-07 16:09:00,2074.68,web,B_U1048_9,False,fuel,2557.77,False,normal
txn_0002008,U1074,2026-01-07 16:11:00,3187.72,mobile,B_U1074_7,False,groceries,2873.53,False,normal
txn_0000173,U1006,2026-01-07 16:23:00,1985.09,web,B_U1006_18,False,dining,2287.03,False,normal
txn_0001659,U1061,2026-01-07 16:27:00,12608.42,web,B_U1061_9,False,travel,13171.59,False,normal
txn_0002166,U1080,2026-01-07 16:29:00,4914.83,mobile,B_U1080_17,False,investment,2738.22,False,normal
txn_0000251,U1009,2026-01-07 16:30:00,2116.85,web,B_U1009_16,False,dining,1573.47,False,normal
txn_0002117,U1078,2026-01-07 16:31:00,6325.51,atm,B_U1078_18,False,dining,6944.14,False,normal
txn_0002657,U1099,2026-01-07 17:06:00,39013.25,web,B_U1099_8,False,electronics,7588.88,False,normal
txn_0002817,U1105,2026-01-07 17:23:00,5893.91,mobile,B_U1105_1,False,fuel,5101.93,False,normal
txn_0000174,U1006,2026-01-07 17:28:00,3155.5,mobile,B_U1006_14,False,fuel,2287.03,False,normal
txn_0002088,U1077,2026-01-07 17:44:00,1842.34,mobile,B_U1077_10,False,travel,1866.36,False,normal
txn_0002222,U1082,2026-01-07 17:52:00,3369.58,mobile,B_U1082_13,False,fuel,4569.76,False,normal
txn_0001571,U1058,2026-01-07 18:18:00,1896.51,web,B_U1058_16,False,groceries,4002.51,False,normal
txn_0001736,U1064,2026-01-07 18:26:00,11114.48,mobile,B_U1064_16,False,groceries,7922.85,False,normal
txn_0002063,U1076,2026-01-07 18:32:00,6150.22,mobile,B_U1076_17,False,peer_transfer,4907.7,False,normal
txn_0000006,U1000,2026-01-07 18:52:00,1086.77,mobile,B_U1000_5,False,peer_transfer,3431.57,False,normal
txn_0000309,U1011,2026-01-07 19:00:00,9702.66,mobile,B_U1011_5,False,utilities,9375.34,False,normal
txn_0000446,U1016,2026-01-07 19:22:00,1207.6,mobile,B_U1016_9,False,fuel,2121.6,False,normal
txn_0002429,U1090,2026-01-07 19:35:00,5386.52,web,B_U1090_5,False,dining,3957.38,False,normal
txn_0002009,U1074,2026-01-07 20:23:00,1827.22,mobile,B_U1074_57039,True,fuel,2873.53,False,normal
txn_0002035,U1075,2026-01-07 20:41:00,4209.58,web,B_U1075_7,False,travel,3596.75,False,normal
txn_0002458,U1091,2026-01-07 21:08:00,1230.48,mobile,B_U1091_15,False,travel,1905.36,False,normal
txn_0001249,U1046,2026-01-07 21:19:00,2247.38,web,B_U1046_4,False,groceries,2217.91,False,normal
txn_0001200,U1044,2026-01-07 21:30:00,5844.67,atm,B_U1044_32115,True,fuel,6443.21,False,normal
txn_0001925,U1071,2026-01-07 21:50:00,5030.24,web,B_U1071_4,False,investment,4084.71,False,normal
txn_0001140,U1042,2026-01-07 21:58:00,2438.69,mobile,B_U1042_3,False,utilities,4610.29,False,normal
txn_0001520,U1056,2026-01-07 21:58:00,4770.97,mobile,B_U1056_17,False,utilities,4117.9,False,normal
txn_0001360,U1050,2026-01-07 22:02:00,6286.26,mobile,B_U1050_14,False,groceries,3695.41,False,normal
txn_0002718,U1101,2026-01-07 22:10:00,1574.29,mobile,B_U1101_13,False,peer_transfer,2326.49,False,normal
txn_0003157,U1118,2026-01-07 22:19:00,2006.28,mobile,B_U1118_14,False,groceries,3428.82,False,normal
txn_0001283,U1047,2026-01-07 22:40:00,5072.94,web,B_U1047_17,False,peer_transfer,2870.56,False,normal
txn_0000842,U1031,2026-01-07 22:55:00,5576.92,mobile,B_U1031_10,False,utilities,3939.68,False,normal
txn_0002558,U1095,2026-01-07 23:09:00,8083.57,mobile,B_U1095_2,False,peer_transfer,4619.02,False,normal
txn_0002694,U1100,2026-01-07 23:13:00,5310.83,web,B_U1100_13,False,utilities,3364.39,False,normal
txn_0001980,U1073,2026-01-07 23:15:00,4471.14,web,B_U1073_12,False,groceries,3306.92,False,normal
txn_0002400,U1089,2026-01-07 23:16:00,11350.72,mobile,B_U1089_11,False,dining,9995.49,False,normal
txn_0001902,U1070,2026-01-07 23:22:00,3183.64,mobile,B_U1070_8,False,electronics,4224.9,False,normal
txn_0000359,U1013,2026-01-07 23:26:00,8176.64,mobile,B_U1013_12,False,dining,4381.55,False,normal
txn_0000198,U1007,2026-01-07 23:29:00,4286.83,mobile,B_U1007_13,False,utilities,3285.15,False,normal
txn_0000464,U1017,2026-01-07 23:40:00,5215.4,web,B_U1017_6,False,groceries,4706.98,False,normal
txn_0002769,U1103,2026-01-07 23:41:00,2848.91,mobile,B_U1103_13,False,fuel,3356.29,False,normal
txn_0001521,U1056,2026-01-07 23:47:00,5723.02,web,B_U1056_16,False,utilities,4117.9,False,normal
txn_0000414,U1015,2026-01-07 23:48:00,1790.63,mobile,B_U1015_15,False,fuel,2999.76,False,normal
txn_0000116,U1004,2026-01-07 23:51:00,1404.64,mobile,B_U1004_4,False,groceries,2852.1,False,normal
txn_0000843,U1031,2026-01-08 00:03:00,1222.62,web,B_U1031_5,False,peer_transfer,3939.68,False,normal
txn_0000956,U1035,2026-01-08 00:27:00,3540.24,web,B_U1035_13,False,investment,2810.15,False,normal
txn_0000604,U1022,2026-01-08 00:51:00,11707.95,web,B_U1022_17,False,groceries,4140.87,False,normal
txn_0002350,U1087,2026-01-08 00:52:00,949.77,mobile,B_U1087_16,False,groceries,1419.15,False,normal
txn_0002695,U1100,2026-01-08 01:01:00,2798.24,mobile,B_U1100_4,False,peer_transfer,3364.39,False,normal
txn_0002036,U1075,2026-01-08 01:37:00,3808.15,mobile,B_U1075_5,False,investment,3596.75,False,normal
txn_0000548,U1020,2026-01-08 01:46:00,1409.35,mobile,B_U1020_6,False,travel,2216.94,False,normal
txn_0001250,U1046,2026-01-08 02:00:00,483.34,mobile,B_U1046_7,False,electronics,2217.91,False,normal
txn_0000902,U1033,2026-01-08 02:05:00,1021.04,mobile,B_U1033_6,False,dining,2238.38,False,normal
txn_0001818,U1067,2026-01-08 02:08:00,877.38,web,B_U1067_9,False,peer_transfer,2136.18,False,normal
txn_0002010,U1074,2026-01-08 02:15:00,1025.38,mobile,B_U1074_18,False,travel,2873.53,False,normal
txn_0001032,U1038,2026-01-08 02:31:00,8277.73,atm,B_U1038_3,False,utilities,9163.94,False,normal
txn_0002510,U1093,2026-01-08 02:34:00,3455.12,mobile,B_U1093_11,False,utilities,3053.67,False,normal
txn_0002955,U1110,2026-01-08 02:38:00,1679.85,mobile,B_U1110_6,False,peer_transfer,2501.88,False,normal
txn_0000768,U1028,2026-01-08 02:44:00,3575.95,web,B_U1028_12,False,groceries,4440.68,False,normal
txn_0000492,U1018,2026-01-08 02:45:00,1910.72,mobile,B_U1018_16,False,travel,1714.18,False,normal
txn_0001335,U1049,2026-01-08 02:47:00,1169.07,mobile,B_U1049_8,False,groceries,1500.95,False,normal
txn_0002275,U1084,2026-01-08 02:57:00,1241.85,web,B_U1084_16,False,peer_transfer,1662.97,False,normal
txn_0000091,U1003,2026-01-08 03:01:00,2143.1,web,B_U1003_61147,True,peer_transfer,2001.51,False,normal
txn_0001632,U1060,2026-01-08 03:03:00,1751.09,mobile,B_U1060_13,False,peer_transfer,2200.45,False,normal
txn_0001819,U1067,2026-01-08 03:06:00,3433.82,mobile,B_U1067_8,False,electronics,2136.18,False,normal
txn_0002770,U1103,2026-01-08 03:12:00,2900.26,mobile,B_U1103_12,False,dining,3356.29,False,normal
txn_0001926,U1071,2026-01-08 03:15:00,7259.45,mobile,B_U1071_12,False,investment,4084.71,False,normal
txn_0003028,U1113,2026-01-08 03:27:00,875.56,web,B_U1113_14,False,peer_transfer,1261.03,False,normal
txn_0001063,U1039,2026-01-08 03:52:00,1755.9,mobile,B_U1039_4,False,peer_transfer,1555.7,False,normal
txn_0001660,U1061,2026-01-08 04:07:00,7624.68,web,B_U1061_10,False,utilities,13171.59,False,normal
txn_0000060,U1002,2026-01-08 04:35:00,5858.06,mobile,B_U1002_15,False,travel,4906.58,False,normal
txn_0000385,U1014,2026-01-08 04:37:00,3983.18,mobile,B_U1014_4,False,travel,5753.35,False,normal
txn_0001466,U1054,2026-01-08 04:40:00,5819.44,mobile,B_U1054_96048,True,investment,2347.07,False,normal
txn_0001441,U1053,2026-01-08 05:03:00,2128.17,web,B_U1053_7,False,travel,3360.77,False,normal
txn_0000252,U1009,2026-01-08 05:14:00,3854.59,mobile,B_U1009_1,False,electronics,1573.47,False,normal
