event_id,user_id,timestamp,ip_address,geo_location,device_fingerprint,login_status,auth_method,tls_version,cipher_suite,cert_key_length,cert_signature_alg,failed_attempts_last_10min,is_attack_scenario,attack_type
evt_0002730,U1043,2026-01-07 12:47:00,106.51.50.167,Bengaluru,dev_U1043_3_8787,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0005597,U1089,2026-01-07 12:48:00,152.58.11.153,Pune,dev_U1089_3_9004,success,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0001150,U1018,2026-01-07 12:53:00,152.58.72.121,Pune,dev_U1018_1_2169,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0006399,U1102,2026-01-07 12:55:00,157.39.215.163,Kolkata,dev_U1102_1_5065,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0007330,U1117,2026-01-07 12:57:00,115.97.144.111,Chennai,dev_U1117_1_2146,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0004543,U1072,2026-01-07 13:00:00,122.16.193.167,Hyderabad,dev_U1072_3_9701,success,password,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0003174,U1050,2026-01-07 13:06:00,122.16.58.46,Hyderabad,dev_U1050_1_4608,success,mfa,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0004856,U1077,2026-01-07 13:08:00,115.97.171.31,Chennai,dev_U1077_2_6183,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0000779,U1012,2026-01-07 13:13:00,115.97.6.175,Chennai,dev_U1012_3_6925,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0005965,U1095,2026-01-07 13:19:00,49.36.37.92,Mumbai,dev_U1095_3_8041,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0000780,U1012,2026-01-07 13:26:00,115.97.196.23,Chennai,dev_U1012_1_2291,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0000965,U1015,2026-01-07 13:33:00,157.39.12.102,Kolkata,dev_U1015_1_4814,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0002161,U1034,2026-01-07 13:35:00,106.51.125.117,Bengaluru,dev_U1034_2_3591,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0001527,U1024,2026-01-07 13:37:00,152.58.117.85,Pune,dev_U1024_1_9179,success,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0007025,U1112,2026-01-07 13:53:00,122.16.97.24,Hyderabad,dev_U1112_1_8119,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0005724,U1091,2026-01-07 13:56:00,157.39.68.89,Kolkata,dev_U1091_3_1058,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0003924,U1062,2026-01-07 14:00:00,115.97.19.238,Chennai,dev_U1062_1_5092,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0006526,U1104,2026-01-07 14:03:00,157.39.58.130,Kolkata,dev_U1104_1_8711,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0001905,U1030,2026-01-07 14:09:00,152.58.174.26,Pune,dev_U1030_3_2040,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0000077,U1001,2026-01-07 14:11:00,103.48.39.131,Delhi,dev_U1001_3_2679,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0001348,U1021,2026-01-07 14:13:00,157.39.47.67,Kolkata,dev_U1021_2_4752,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004476,U1071,2026-01-07 14:20:00,106.51.49.106,Bengaluru,dev_U1071_2_1936,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0005966,U1095,2026-01-07 14:30:00,49.36.122.48,Mumbai,dev_U1095_1_7049,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0006277,U1100,2026-01-07 14:31:00,157.39.33.164,Kolkata,dev_U1100_2_3900,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0005226,U1083,2026-01-07 14:34:00,106.51.255.86,Bengaluru,dev_U1083_1_2127,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0001658,U1026,2026-01-07 14:36:00,185.52.138.26,Dubai,dev_U1026_1_9830,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0003800,U1060,2026-01-07 14:36:00,115.97.153.197,Chennai,dev_U1060_1_4116,success,biometric,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0005414,U1086,2026-01-07 14:41:00,152.58.38.163,Pune,dev_U1086_1_5905,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0007331,U1117,2026-01-07 14:43:00,115.97.30.87,Chennai,dev_U1117_3_6143,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001854,U1029,2026-01-07 14:44:00,157.39.205.122,Kolkata,dev_U1029_2_2796,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0006657,U1106,2026-01-07 14:52:00,157.39.190.228,Kolkata,dev_U1106_3_1387,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0005661,U1090,2026-01-07 14:55:00,106.51.53.247,Bengaluru,dev_U1090_1_1832,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0001349,U1021,2026-01-07 15:01:00,157.39.112.179,Kolkata,dev_U1021_3_1525,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0003294,U1052,2026-01-07 15:01:00,49.36.118.210,Mumbai,dev_U1052_3_9423,success,password,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0005291,U1084,2026-01-07 15:01:00,106.51.195.219,Bengaluru,dev_U1084_1_3584,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0002857,U1045,2026-01-07 15:04:00,157.39.13.98,Kolkata,dev_U1045_2_4470,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0005103,U1081,2026-01-07 15:06:00,122.16.128.215,Hyderabad,dev_U1081_1_2638,success,mfa,TLS 1.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1024,SHA-256,0,False,normal
evt_0003673,U1058,2026-01-07 15:08:00,152.58.203.184,Pune,dev_U1058_1_2612,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0006709,U1107,2026-01-07 15:08:00,152.58.184.156,Pune,dev_U1107_3_6378,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0001659,U1026,2026-01-07 15:11:00,152.58.245.195,Pune,dev_U1026_1_9830,success,passkey,TLS 1.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1024,SHA-1,0,False,normal
evt_0007146,U1114,2026-01-07 15:27:00,122.16.85.97,Hyderabad,dev_U1114_3_1727,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0002858,U1045,2026-01-07 15:28:00,157.39.92.195,Kolkata,dev_U1045_1_7932,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001597,U1025,2026-01-07 15:30:00,106.51.112.219,Bengaluru,dev_U1025_1_5339,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0004419,U1070,2026-01-07 15:32:00,106.51.76.193,Bengaluru,dev_U1070_1_4566,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004857,U1077,2026-01-07 15:33:00,115.97.230.231,Chennai,dev_U1077_2_6183,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0001724,U1027,2026-01-07 15:39:00,122.16.98.212,Hyderabad,dev_U1027_2_6930,success,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0007274,U1116,2026-01-07 15:39:00,157.39.67.65,Kolkata,dev_U1116_1_9821,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0001151,U1018,2026-01-07 15:52:00,152.58.80.169,Pune,dev_U1018_2_3803,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0000966,U1015,2026-01-07 15:57:00,157.39.86.54,Kolkata,dev_U1015_2_2654,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0000208,U1003,2026-01-07 16:00:00,49.36.44.230,Mumbai,dev_U1003_1_1488,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0002978,U1047,2026-01-07 16:00:00,152.58.96.98,Pune,dev_U1047_3_9479,success,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0001287,U1020,2026-01-07 16:06:00,115.97.251.28,Chennai,dev_U1020_2_4598,fail,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-384,1,False,normal
evt_0003359,U1053,2026-01-07 16:07:00,185.52.10.76,Dubai,dev_U1053_1_5562,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0006278,U1100,2026-01-07 16:07:00,157.39.28.55,Kolkata,dev_U1100_1_3662,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0000967,U1015,2026-01-07 16:10:00,157.39.159.190,Kolkata,dev_U1015_2_2654,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0005467,U1087,2026-01-07 16:11:00,106.51.209.235,Bengaluru,dev_U1087_2_2753,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0004722,U1075,2026-01-07 16:19:00,152.58.34.71,Pune,dev_U1075_2_7615,fail,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,1,False,normal
evt_0006527,U1104,2026-01-07 16:26:00,185.52.33.169,Dubai,dev_U1104_2_4644,success,biometric,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0000521,U1008,2026-01-07 16:27:00,103.48.57.188,Delhi,dev_U1008_2_6514,success,password,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0004049,U1064,2026-01-07 16:35:00,157.39.232.207,Kolkata,dev_U1064_2_2528,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0004607,U1073,2026-01-07 16:47:00,103.48.23.171,Delhi,dev_U1073_1_1931,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0002483,U1039,2026-01-07 16:52:00,49.36.181.124,Mumbai,dev_U1039_1_6310,fail,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,1,False,normal
evt_0000840,U1013,2026-01-07 16:58:00,122.16.223.60,Hyderabad,dev_U1013_1_4150,success,mfa,TLS 1.1,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0004858,U1077,2026-01-07 16:58:00,115.97.209.64,Chennai,dev_U1077_3_5272,fail,mfa,TLS 1.3,TLS_AES_256_GCM_SHA384,2048,SHA-256,1,False,normal
evt_0005468,U1087,2026-01-07 16:59:00,106.51.123.91,Bengaluru,dev_U1087_2_2753,success,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0006961,U1111,2026-01-07 17:00:00,103.48.148.187,Delhi,dev_U1111_2_1626,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004167,U1066,2026-01-07 17:04:00,103.48.98.202,Delhi,dev_U1066_2_1960,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0005898,U1094,2026-01-07 17:05:00,49.36.215.83,Mumbai,dev_U1094_1_2232,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0003548,U1056,2026-01-07 17:13:00,49.36.54.82,Mumbai,dev_U1056_1_2588,fail,password,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-256,1,False,normal
evt_0006658,U1106,2026-01-07 17:20:00,157.39.236.112,Kolkata,dev_U1106_3_1387,success,passkey,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0002297,U1036,2026-01-07 17:21:00,122.16.35.214,Hyderabad,dev_U1036_3_9317,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0002351,U1037,2026-01-07 17:36:00,122.16.208.106,Hyderabad,dev_U1037_2_3504,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0001725,U1027,2026-01-07 17:41:00,122.16.241.42,Hyderabad,dev_U1027_2_6930,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0003801,U1060,2026-01-07 17:41:00,103.48.249.23,Delhi,dev_U1060_1_4116,fail,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,1,False,normal
evt_0007147,U1114,2026-01-07 17:44:00,122.16.64.223,Hyderabad,dev_U1114_2_5173,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0003049,U1048,2026-01-07 17:45:00,115.97.123.232,Chennai,dev_U1048_2_5061,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004358,U1069,2026-01-07 17:50:00,152.58.88.45,Pune,dev_U1069_3_4111,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0002911,U1046,2026-01-07 17:51:00,157.39.81.24,Kolkata,dev_U1046_3_7537,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0002162,U1034,2026-01-07 17:53:00,106.51.132.112,Bengaluru,dev_U1034_2_3591,success,passkey,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0000968,U1015,2026-01-07 17:55:00,157.39.250.140,Kolkata,dev_U1015_2_2654,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0004238,U1067,2026-01-07 17:59:00,115.97.220.91,Chennai,dev_U1067_1_1035,success,password,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0000781,U1012,2026-01-07 18:00:00,103.48.175.78,Delhi,dev_U1012_3_6925,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0002163,U1034,2026-01-07 18:00:00,106.51.103.206,Bengaluru,dev_U1034_3_8433,success,passkey,TLS 1.1,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0002541,U1040,2026-01-07 18:03:00,49.36.23.90,Mumbai,dev_U1040_2_6038,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0000405,U1006,2026-01-07 18:04:00,115.97.25.141,Chennai,dev_U1006_2_1106,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0004420,U1070,2026-01-07 18:05:00,106.51.18.32,Bengaluru,dev_U1070_1_4566,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0005967,U1095,2026-01-07 18:18:00,49.36.88.165,Mumbai,dev_U1095_3_8041,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0004239,U1067,2026-01-07 18:22:00,115.97.23.231,Chennai,dev_U1067_2_7396,fail,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,1,False,normal
evt_0000333,U1005,2026-01-07 18:27:00,152.58.180.210,Pune,dev_U1005_2_7873,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0000906,U1014,2026-01-07 18:33:00,152.58.192.224,Pune,dev_U1014_1_4733,success,password,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0004859,U1077,2026-01-07 18:34:00,152.58.41.171,Pune,dev_U1077_3_5272,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0005725,U1091,2026-01-07 18:37:00,157.39.137.172,Kolkata,dev_U1091_2_1722,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0000907,U1014,2026-01-07 18:42:00,152.58.169.6,Pune,dev_U1014_1_4733,success,biometric,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004723,U1075,2026-01-07 18:43:00,152.58.39.245,Pune,dev_U1075_1_4853,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0005841,U1093,2026-01-07 18:48:00,152.58.33.103,Pune,dev_U1093_1_8239,fail,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,1,False,normal
evt_0000652,U1010,2026-01-07 18:49:00,157.39.232.1,Kolkata,dev_U1010_2_5333,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0005035,U1080,2026-01-07 18:52:00,106.51.98.245,Bengaluru,dev_U1080_3_8508,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0002223,U1035,2026-01-07 18:54:00,49.36.96.234,Mumbai,dev_U1035_3_3927,success,biometric,TLS 1.1,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0002224,U1035,2026-01-07 18:55:00,49.36.225.28,Mumbai,dev_U1035_2_9201,fail,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,1,False,normal
evt_0000017,U1000,2026-01-07 18:59:00,152.58.166.47,Pune,dev_U1000_2_1409,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0003295,U1052,2026-01-07 19:07:00,49.36.112.37,Mumbai,dev_U1052_1_6413,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0001598,U1025,2026-01-07 19:13:00,103.48.99.11,Delhi,dev_U1025_1_5339,success,password,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0001726,U1027,2026-01-07 19:16:00,122.16.138.236,Hyderabad,dev_U1027_2_6930,success,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0006400,U1102,2026-01-07 19:19:00,157.39.84.47,Kolkata,dev_U1102_1_5065,success,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0000406,U1006,2026-01-07 19:28:00,115.97.249.102,Chennai,dev_U1006_3_3615,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0006093,U1097,2026-01-07 19:29:00,157.39.191.236,Kolkata,dev_U1097_2_6862,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0007332,U1117,2026-01-07 19:29:00,115.97.172.245,Chennai,dev_U1117_1_2146,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0003175,U1050,2026-01-07 19:30:00,122.16.38.140,Hyderabad,dev_U1050_1_4608,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0000969,U1015,2026-01-07 19:32:00,157.39.39.97,Kolkata,dev_U1015_1_4814,fail,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,1,False,normal
evt_0007395,U1118,2026-01-07 19:34:00,152.58.246.132,Pune,dev_U1118_3_9308,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0004667,U1074,2026-01-07 19:35:00,157.39.169.252,Kolkata,dev_U1074_1_4044,success,passkey,TLS 1.1,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0005783,U1092,2026-01-07 19:38:00,106.51.82.186,Bengaluru,dev_U1092_2_5291,fail,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,1,False,normal
evt_0006279,U1100,2026-01-07 19:43:00,157.39.118.92,Kolkata,dev_U1100_3_7755,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0006775,U1108,2026-01-07 19:43:00,157.39.120.241,Kolkata,dev_U1108_3_6753,success,password,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0004791,U1076,2026-01-07 19:44:00,122.16.126.214,Hyderabad,dev_U1076_3_2343,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0006280,U1100,2026-01-07 19:45:00,157.39.72.193,Kolkata,dev_U1100_1_3662,success,password,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0003420,U1054,2026-01-07 19:52:00,122.16.250.139,Hyderabad,dev_U1054_3_4981,fail,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-384,1,False,normal
evt_0002859,U1045,2026-01-07 20:16:00,157.39.224.252,Kolkata,dev_U1045_1_7932,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0006219,U1099,2026-01-07 20:18:00,157.39.197.109,Kolkata,dev_U1099_1_7658,fail,mfa,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,1,False,normal
evt_0007396,U1118,2026-01-07 20:18:00,152.58.108.112,Pune,dev_U1118_3_9308,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0007397,U1118,2026-01-07 20:34:00,103.48.8.170,Delhi,dev_U1118_3_9308,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0001660,U1026,2026-01-07 20:38:00,152.58.241.205,Pune,dev_U1026_3_8019,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0000018,U1000,2026-01-07 20:41:00,152.58.97.22,Pune,dev_U1000_1_2824,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0002484,U1039,2026-01-07 20:58:00,49.36.133.153,Mumbai,dev_U1039_1_6310,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0007460,U1119,2026-01-07 21:05:00,106.51.72.69,Bengaluru,dev_U1119_2_6344,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0005415,U1086,2026-01-07 21:07:00,152.58.179.166,Pune,dev_U1086_2_2697,success,password,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0000970,U1015,2026-01-07 21:12:00,101.100.87.161,Singapore,dev_U1015_3_7227,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0001599,U1025,2026-01-07 21:12:00,103.48.29.89,Delhi,dev_U1025_3_5040,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0003103,U1049,2026-01-07 21:18:00,49.36.223.110,Mumbai,dev_U1049_1_6539,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0002912,U1046,2026-01-07 21:20:00,157.39.18.135,Kolkata,dev_U1046_3_7537,success,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0000908,U1014,2026-01-07 21:25:00,152.58.123.219,Pune,dev_U1014_3_2307,fail,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,2048,SHA-384,1,False,normal
evt_0001288,U1020,2026-01-07 21:25:00,115.97.133.41,Chennai,dev_U1020_3_6313,success,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0000909,U1014,2026-01-07 21:30:00,122.16.15.9,Hyderabad,dev_U1014_2_5741,success,passkey,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0006401,U1102,2026-01-07 21:30:00,157.39.67.194,Kolkata,dev_U1102_3_3608,success,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0000971,U1015,2026-01-07 21:32:00,157.39.150.185,Kolkata,dev_U1015_3_7227,success,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0005292,U1084,2026-01-07 21:37:00,106.51.254.188,Bengaluru,dev_U1084_3_9900,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
